timeOpen;timeClose;timeHigh;timeLow;name;open;high;low;close;volume;marketCap;timestamp
"2018-07-19T00:00:00.000Z;""2018-07-19T23:59:59.999Z"";""2018-07-19T23:09:00.000Z"";""2018-07-19T01:29:00.000Z"";""2781"";7378.2001953125;7494.4599609375;7295.4599609375;7466.8598632813;5111629824;128122730711;""2018-07-19T23:59:59.999Z"""
"2018-07-18T00:00:00.000Z;""2018-07-18T23:59:59.999Z"";""2018-07-18T18:14:00.000Z"";""2018-07-18T20:44:00.000Z"";""2781"";7315.3198242188;7534.990234375;7280.4702148438;7370.7797851563;6103410176;126458165406;""2018-07-18T23:59:59.999Z"""
"2018-07-17T00:00:00.000Z;""2018-07-17T23:59:59.999Z"";""2018-07-17T18:29:02.000Z"";""2018-07-17T06:59:00.000Z"";""2781"";6739.6499023438;7387.240234375;6684.169921875;7321.0400390625;5961950208;125588963706;""2018-07-17T23:59:59.999Z"""
"2018-07-16T00:00:00.000Z;""2018-07-16T23:59:59.999Z"";""2018-07-16T23:59:00.000Z"";""2018-07-16T00:04:00.000Z"";""2781"";6357.009765625;6741.75;6357.009765625;6741.75;4725799936;115638203962;""2018-07-16T23:59:59.999Z"""
"2018-07-15T00:00:00.000Z;""2018-07-15T23:59:59.999Z"";""2018-07-15T16:49:00.000Z"";""2018-07-15T02:14:00.000Z"";""2781"";6272.7001953125;6403.4599609375;6256.509765625;6359.6401367188;3285459968;109074579938;""2018-07-15T23:59:59.999Z"""
"2018-07-14T00:00:00.000Z;""2018-07-14T23:59:59.999Z"";""2018-07-14T20:44:00.000Z"";""2018-07-14T09:49:00.000Z"";""2781"";6247.5;6298.1899414063;6212.2202148438;6276.1201171875;2923670016;107631453835;""2018-07-14T23:59:59.999Z"""
"2018-07-13T00:00:00.000Z;""2018-07-13T23:59:59.999Z"";""2018-07-13T18:29:00.000Z"";""2018-07-13T20:09:00.000Z"";""2781"";6235.0297851563;6310.5498046875;6192.240234375;6238.0498046875;3805400064;106968440793;""2018-07-13T23:59:59.999Z"""
"2018-07-12T00:00:00.000Z;""2018-07-12T23:59:59.999Z"";""2018-07-12T00:14:00.000Z"";""2018-07-12T23:44:00.000Z"";""2781"";6396.7797851563;6397.1000976563;6136.419921875;6228.8100585938;3770170112;106798864820;""2018-07-12T23:59:59.999Z"""
"2018-07-11T00:00:00.000Z;""2018-07-11T23:59:59.999Z"";""2018-07-11T14:59:00.000Z"";""2018-07-11T00:09:00.000Z"";""2781"";6330.7700195313;6444.9599609375;6330.4702148438;6394.7099609375;3644859904;109631867446;""2018-07-11T23:59:59.999Z"""
"2018-07-10T00:00:00.000Z;""2018-07-10T23:59:59.999Z"";""2018-07-10T00:44:02.000Z"";""2018-07-10T23:29:00.000Z"";""2781"";6739.2099609375;6767.740234375;6320.7202148438;6329.9501953125;4052430080;108511009626;""2018-07-10T23:59:59.999Z"""
"2018-07-09T00:00:00.000Z;""2018-07-09T23:59:59.999Z"";""2018-07-09T22:19:00.000Z"";""2018-07-09T23:34:00.000Z"";""2781"";6775.080078125;6838.6801757813;6724.33984375;6741.75;3718129920;115557889495;""2018-07-09T23:59:59.999Z"""
"2018-07-08T00:00:00.000Z;""2018-07-08T23:59:59.999Z"";""2018-07-08T15:44:00.000Z"";""2018-07-08T23:34:00.000Z"";""2781"";6857.7998046875;6885.91015625;6747.9799804688;6773.8798828125;3386210048;116097021279;""2018-07-08T23:59:59.999Z"""
