,Date,Open,High,Low,Close,Volume (BTC),Volume (Currency),Weighted Price
580,04/03/2017,1287.38,1289.55,1230,1260,4951.232105,6237601.903,1259.808018
581,03/03/2017,1256.32,1298,1255,1285.33,7545.477203,9615648.42,1274.359217
582,02/03/2017,1228,1283.25,1215,1257.6,7762.732439,9679539.506,1246.924273
583,01/03/2017,1191.16,1231,1188.3,1226.39,6013.065823,7276140.328,1210.054994
584,28/02/2017,1194.64,1209.99,1176.27,1191.21,7562.474095,9017082.515,1192.345574
585,27/02/2017,1180.46,1197.99,1169,1194.64,4640.77359,5511306.897,1187.583663
586,26/02/2017,1152.11,1184.97,1133,1179.05,3536.486214,4127618.083,1167.152318
587,25/02/2017,1180.05,1184.73,1127,1152.2,6238.43763,7226444.77,1158.374131
588,24/02/2017,1183.53,1220,1091.1,1180.14,19598.23103,23023500.2,1174.774406
589,23/02/2017,1130.02,1193.92,1120.73,1188.11,11753.23856,13558056.03,1153.559162
590,22/02/2017,1124.83,1143,1098.16,1130.01,11673.08927,13146726.04,1126.242226
591,21/02/2017,1084,1126.86,1077,1124.62,8395.473716,9273663.177,1104.602729
592,20/02/2017,1051.8,1089.99,1044.39,1084,3664.373686,3902660.354,1065.027939
593,19/02/2017,1056.4,1061.9,1039.07,1051.8,2270.849912,2388775.412,1051.930117
594,18/02/2017,1055.75,1068.99,1046.14,1056.4,4474.949306,4745831.612,1060.533044
595,17/02/2017,1032.91,1064.99,1031.98,1055.46,6085.022606,6386285.161,1049.508864
596,16/02/2017,1011.53,1043.21,1010.75,1032.7,5996.10413,6170238.859,1029.041312
597,15/02/2017,1008.88,1013.8,1000.97,1011.53,3095.66,3123812.215,1009.094091
598,14/02/2017,1000.74,1019,987.97,1008.88,6761.108063,6806110.342,1006.656051
599,13/02/2017,1000.73,1007.89,975.1,1000.79,4547.260369,4522130.78,994.473686
600,12/02/2017,1011.01,1011.97,991.98,1000.73,2683.997358,2690265.37,1002.335327
601,11/02/2017,995.49,1020,987.62,1012.4,4472.512617,4509154.726,1008.192735
602,10/02/2017,985.71,1010.68,950,996.08,10731.29007,10491584.37,977.6629187
603,09/02/2017,1051.73,1074.69,913.73,986,25150.07016,25064862.06,996.6120134
604,08/02/2017,1052.48,1070,1025,1050.4,9633.264652,10072826.84,1045.629618
605,07/02/2017,1024,1056.25,1021.3,1052.48,5372.132625,5605838.107,1043.503297
606,06/02/2017,1010.03,1031.94,1005.1,1023.99,5080.848355,5188721.523,1021.23133
607,05/02/2017,1033.72,1034.6,1004.7,1011.07,4348.17045,4417546.506,1015.955229
608,04/02/2017,1015.06,1044.23,1004,1033.18,5752.28734,5884560.603,1022.994898
609,03/02/2017,1009.15,1022.64,987.01,1016.99,10928.02422,11029881.3,1009.320723
610,02/02/2017,983.79,1011.65,973.12,1009.17,8269.680536,8222686.79,994.3173444
611,01/02/2017,963.99,986.96,962,983.67,6954.399472,6748543.967,970.3992408
612,31/01/2017,919.99,970,917.5,963.99,9507.101832,9024041.55,949.1895332
613,30/01/2017,913.12,923,910,919.99,3121.187544,2865063.727,917.9402668
614,29/01/2017,918.6,919.99,910.45,912.01,1349.0148,1234746.082,915.2946887
615,28/01/2017,918.02,920.99,913.08,918.6,1175.86353,1078884.522,917.5252866
616,27/01/2017,914.95,924.88,908.01,918.02,4830.535162,4433746.381,917.8582149
617,26/01/2017,893.25,919.49,892.86,914.83,5164.89702,4688102.253,907.685523
618,25/01/2017,885.47,904.01,884.5,893.43,5291.554742,4725942.373,893.1103623
619,24/01/2017,913.15,923,881.48,885.47,9405.046565,8495975.458,903.3422003
620,23/01/2017,923.75,927.57,913.21,913.52,3514.741429,3234454.303,920.2538418
621,22/01/2017,921.98,937.74,886.76,923.76,7166.665479,6569177.192,916.6295276
622,21/01/2017,895.81,928,895,921.98,5865.632031,5373391.084,916.0804933
623,20/01/2017,902.23,902.43,880,895.8,6618.627764,5915865.487,893.8205467
624,19/01/2017,887.69,910,878.89,901.01,11094.6033,9929647.201,894.9979494
625,18/01/2017,905.95,915.99,851.74,887.7,11181.89888,9830117.654,879.1098686
626,17/01/2017,831.76,908.5,827,905.99,12264.16938,10775497.86,878.6161971
627,16/01/2017,821.86,835,818.09,831.81,6166.043977,5107031.212,828.2508576
628,15/01/2017,819.52,823.45,808,821.86,4231.463903,3455365.871,816.5887622
629,14/01/2017,825.98,837.76,810,818.27,6614.718992,5470214.992,826.9761722
630,13/01/2017,807.51,831.4,775,825.86,11409.52033,9224729.89,808.5116309
631,12/01/2017,778.7,832.99,751.34,807.47,17400.14155,13632251.44,783.4563529
632,11/01/2017,905.24,918.4,755,778.62,35893.76837,29459968.9,820.7544162
633,10/01/2017,896.09,912.47,889.41,905.05,8535.521688,7704271.2,902.6128082
634,09/01/2017,909.8,912.87,875,896.23,8716.182941,7780059.063,892.5993311
635,08/01/2017,906.2,941.81,881.3,909.75,8937.492708,8168170.348,913.9219035
636,07/01/2017,894.02,907.05,812.28,906.2,20401.11359,17624310.02,863.889608
637,06/01/2017,1004.73,1026.99,871,893.89,27916.7031,25523261.28,914.2648825
638,05/01/2017,1114.38,1136.72,885.41,1004.74,36018.86112,36211399.53,1005.345488
639,04/01/2017,1035.51,1139.89,1028.56,1114.92,21562.45697,23469644.96,1088.449475
640,03/01/2017,1011.44,1039,999.99,1035.24,9089.658025,9276500.306,1020.55548
641,02/01/2017,997.75,1032,990.01,1012.54,8167.38103,8273576.985,1013.002449
642,01/01/2017,966.34,1005,960.53,997.75,6850.593309,6764742.055,987.4680558
643,31/12/2016,959.54,966.37,944.11,966.3,4162.921299,3978648.148,955.7346541
644,30/12/2016,969.99,970,931,959.54,10755.03649,10228764.24,951.0673666
645,29/12/2016,976.48,980.74,950,969.58,7858.456854,7599251.052,967.0156868
646,28/12/2016,930.34,976.48,929.49,976.47,12285.11131,11744311.24,955.9792288
647,27/12/2016,897.82,936.42,891,930.34,7225.773117,6665199.068,922.4201978
648,26/12/2016,890.65,905.18,888,897.1,3467.546228,3117208.418,898.9666506
649,25/12/2016,892.61,894.97,859,890.67,4658.236422,4071449.161,874.0323145
650,24/12/2016,914.48,918.5,878.89,892.61,6026.454704,5425021.88,900.2012205
651,23/12/2016,858.94,920,858.93,914,16526.6288,14837057.96,897.7667585
652,22/12/2016,832.02,875,827.29,859.96,12070.35326,10331509.73,855.9409576
653,21/12/2016,798.83,834.97,796.82,832.75,9391.364961,7667888.811,816.4828907
654,20/12/2016,791.03,803,787.1,798.65,4118.693505,3267705.401,793.3839694
655,19/12/2016,788.34,794.39,787.01,791,3917.870275,3100648.864,791.4118247
656,18/12/2016,788.3,790.99,780,788.67,2519.243749,1983165.366,787.2066235
657,17/12/2016,781.32,790.88,780.36,788.52,2389.761881,1878367.311,786.0060563
658,16/12/2016,776.3,782.46,771.24,781.32,3475.771132,2706428.282,778.6554923
659,15/12/2016,777.03,779.08,771,775.89,3039.822327,2360816.753,776.6298483
660,14/12/2016,775.75,781,770.74,777.09,2333.380395,1812395.335,776.725192
661,13/12/2016,777,793.27,765.1,775.35,4918.814007,3828369.081,778.3114132
662,12/12/2016,768.97,779,768.96,776.9,2805.191332,2174538.228,775.1835688
663,11/12/2016,772.28,772.28,764.01,768.97,1421.130417,1090977.425,767.6828328
664,10/12/2016,769.57,774.12,768.11,772.28,2200.708128,1700155.015,772.549069
665,09/12/2016,766.84,773.99,766.29,769.57,2868.416569,2209620.288,770.3275431
666,08/12/2016,764.05,772.01,762.29,766.84,4892.939255,3758555.432,768.1590218
667,07/12/2016,758.97,769.61,751.78,763.99,4809.707776,3665122.078,762.0259376
668,06/12/2016,749.51,759.9,747.99,758.98,6763.738525,5108421.859,755.2660175
669,05/12/2016,762,762.09,743,750.24,5567.772857,4175776.968,749.9905393
670,04/12/2016,762.97,762.97,752.41,762,3215.684818,2440424.843,758.9129474
671,03/12/2016,770.91,770.99,752.41,760.75,2772.661248,2114389.558,762.5848847
672,02/12/2016,751.55,778.07,750.77,769.99,8098.575325,6209209.262,766.7038971
673,01/12/2016,742.06,754.98,740.18,751.54,6124.501859,4590130.149,749.4699575
674,30/11/2016,730.72,744.49,727,742.06,6249.618523,4608044.88,737.3321848
675,29/11/2016,730.99,733.29,721,730.76,5406.900353,3944721.684,729.5717372
676,28/11/2016,727.32,732.44,724.1,729.54,4741.115192,3457223.004,729.2003808
677,27/11/2016,729.91,732,722.44,727.32,3447.869476,2508288.048,727.4892702
678,26/11/2016,736.96,737.56,722.3,729.91,2314.576621,1685262.297,728.1082341
679,25/11/2016,735.63,737.07,728,737.07,3356.089031,2459029.198,732.7067832
680,24/11/2016,740.18,741.15,729,735.63,4039.815354,2967466.386,734.5549552
681,23/11/2016,749.13,749.98,729.92,740.18,4462.778715,3298351.609,739.0802501
682,22/11/2016,736.92,750,730.27,749.22,5034.704085,3735123.752,741.8755282
683,21/11/2016,727.09,739.2,727.03,736.76,4017.577625,2948982.133,734.0199515
684,20/11/2016,750.09,753.82,714,727.09,5525.959611,4046316.482,732.2377952
685,19/11/2016,748.98,755.07,742.63,750.75,1965.436523,1470296.812,748.0764682
686,18/11/2016,736,752.95,731.31,748.98,4271.041463,3180459.441,744.6566531
687,17/11/2016,739.71,749.98,732.22,735.24,6681.431515,4971520.495,744.0801396
688,16/11/2016,711.07,742.87,708.44,739.71,11585.04542,8443845.515,728.8573511
689,15/11/2016,704.98,716.54,703.05,711.06,5668.939949,4030616.401,711.0000172
690,14/11/2016,700.38,705.89,697.14,703.82,7566.58051,5302237.186,700.7441709
691,13/11/2016,701.17,702.89,683.23,700.38,6023.549022,4174451.236,693.0218747
692,12/11/2016,716.39,716.39,701,702.28,2811.55107,1988237.321,707.1674216
693,11/11/2016,714.48,720.94,712.24,716.39,3328.330762,2382869.96,715.9354434
694,10/11/2016,721.5,722,707,714.47,4996.452564,3570538.744,714.6147588
695,09/11/2016,708.17,740.86,705.45,721.5,9726.251234,7081641.534,728.0956829
696,08/11/2016,702.86,712.92,701.02,709.31,5526.474593,3905868.363,706.7558707
697,07/11/2016,709.92,709.92,698.26,702.86,3020.872403,2123754.479,703.026873
698,06/11/2016,703.33,714.36,697.92,709.93,2292.863523,1620784.561,706.8822652
699,05/11/2016,702.95,707.34,694.71,703.46,1918.311511,1346262.965,701.7958018
700,04/11/2016,684.84,707.67,681,702.7,5345.679215,3725359.648,696.8917323
701,03/11/2016,742,745.19,670.32,685.22,12102.24273,8620853.875,712.3352313
702,02/11/2016,726.6,742,717.32,742,4320.531719,3133467.191,725.2503614
703,01/11/2016,697.04,737,695.38,726.6,6570.018854,4746887.118,722.5073814
704,31/10/2016,697.1,706.97,683.6,697.01,4655.892512,3246833.127,697.3599839
705,30/10/2016,711.1,711.78,691.49,697.23,3752.525372,2630802.802,701.0752869
706,29/10/2016,685.91,717.99,684.89,711.13,4034.884008,2839203.571,703.6642355
707,28/10/2016,684.68,687.23,677.05,685.91,3574.075468,2446577.64,684.5344094
708,27/10/2016,674.63,685.89,665.59,684.71,4545.436208,3090089.929,679.822527
709,26/10/2016,651.97,677,651.69,675.11,6716.231463,4466380.411,665.0128774
710,25/10/2016,649.03,657.58,643,651.97,6106.916179,3982507.667,652.1307236
711,24/10/2016,648.71,652.25,640,648.6,4679.001414,3027622.026,647.0658497
712,23/10/2016,654.52,656,647.51,648.74,2535.010193,1651700.192,651.5556415
713,22/10/2016,628.99,656,628.57,654.52,4351.619478,2812594.617,646.3328494
714,21/10/2016,628.05,632.36,627.5,629,3050.509329,1919969.054,629.3929461
715,20/10/2016,627.84,630.22,625,628.89,2040.009875,1280448.677,627.6678821
716,19/10/2016,635.95,638.04,624.13,627.98,4472.899984,2824080.052,631.3756316
717,18/10/2016,636.96,637.8,631.52,635.95,2731.17635,1735476.558,635.4318929
718,17/10/2016,638.97,639.99,632.1,636.91,3958.036534,2516207.279,635.7210847
719,16/10/2016,635.26,641.4,635.18,638.97,1289.537246,823539.5479,638.6318429
720,15/10/2016,638.2,642,635.25,635.96,1421.853611,908251.5429,638.7799251
721,14/10/2016,635.16,639.99,630.45,638.2,3154.82335,2003219.142,634.9703042
722,13/10/2016,634.5,636,630,634.02,2381.50068,1510988.669,634.4691319
723,12/10/2016,638.3,640,628.76,634.5,2658.527768,1690227.114,635.7756103
724,11/10/2016,616.37,639,614.56,639,8087.319337,5100218.348,630.6438679
725,10/10/2016,612.12,616.47,612.12,616,2295.523028,1410892.887,614.6280695
726,09/10/2016,614.34,614.98,610,613.06,1174.261139,719904.6568,613.070324
727,08/10/2016,614.88,616.99,612.5,614.34,888.6600211,546015.4103,614.4255366
728,07/10/2016,610.25,616.34,607.52,614.88,4033.821854,2468265.954,611.8926525
729,06/10/2016,608.01,610.5,607.09,610.25,2039.820357,1242954.859,609.3452566
730,05/10/2016,607.19,612,605.76,608.49,2410.926114,1469331.478,609.4469132
731,04/10/2016,612.84,612.84,604.99,607.19,2955.423838,1795599.847,607.5608593
732,03/10/2016,608.6,612.98,606.6,611.16,2245.892347,1370270.015,610.1227503
733,02/10/2016,612.98,613,605,608.6,1407.059293,856141.6519,608.4616736
734,01/10/2016,608.23,614.28,608.23,612.98,1458.843745,892033.6636,611.4662154
735,30/09/2016,605.59,608.39,603.15,608.23,2633.444893,1593409.041,605.0664075
736,29/09/2016,603.93,605.99,601,605.6,2718.019193,1641055.437,603.7688922
737,28/09/2016,605.07,605.3,601.41,603.95,2202.749628,1329117.198,603.3900454
738,27/09/2016,606.7,608.37,600.02,604.26,3055.81637,1846161.505,604.1467422
739,26/09/2016,598.95,607.27,596.1,606.47,4056.393716,2444753.794,602.691446
740,25/09/2016,600.05,601.99,596,598.98,1086.835799,650928.9147,598.9211209
741,24/09/2016,600.47,603.59,597.76,599.33,1140.233038,685185.0829,600.9167075
742,23/09/2016,595.42,602.9,593,601.42,4007.882759,2394294.732,597.3964001
743,22/09/2016,595.46,596.42,592.5,595.41,2421.454826,1440643.025,594.9493709
744,21/09/2016,600.85,601.01,592.1,595.46,3671.191913,2184063.913,594.9195698
745,20/09/2016,608.73,608.88,600.94,600.94,2680.447606,1625919.568,606.5850958
746,19/09/2016,608,609.5,603,608.72,2476.590397,1504205.844,607.3696505
747,18/09/2016,602.93,609.06,601.97,608,1307.055113,792167.9935,606.0708425
748,17/09/2016,607.04,607.59,601.1,604.1,1117.487077,674972.5845,604.0092979
749,16/09/2016,606.65,608.99,603.5,605.69,2612.880076,1585218.431,606.6939105
750,15/09/2016,608.5,608.99,602.3,606.71,3085.666948,1870525.591,606.1981486
751,14/09/2016,607.45,610.69,605.98,608.5,2895.460452,1761472.096,608.3564688
752,13/09/2016,606.4,609.61,603.28,607.46,3471.527175,2106487.11,606.789751
753,12/09/2016,604.08,609.15,602,608.04,3512.282371,2126936.02,605.5709069
754,11/09/2016,621.65,628.99,594.63,606.32,5336.951572,3240280.334,607.1406665
755,10/09/2016,622.01,625,618.67,621.65,1527.837535,950617.0597,622.1977389
756,09/09/2016,625.67,627.49,612.93,622.01,3274.075651,2031926.21,620.6106475
757,08/09/2016,614.44,628.98,611.66,625.67,4354.952516,2710494.376,622.3935544
758,07/09/2016,608.93,615.92,604.7,615.16,4502.710727,2749975.139,610.737688
759,06/09/2016,604.98,609.74,601,608.16,4038.337546,2447636.438,606.1000128
760,05/09/2016,605.72,607.31,592.46,603.48,3838.175588,2307087.137,601.0895241
761,04/09/2016,596.25,609.05,590.88,603.72,3951.198791,2374456.189,600.9457672
762,03/09/2016,572,598.64,569.01,595.01,4645.77734,2709470.377,583.2114151
763,02/09/2016,571.05,574.2,567.03,572,2996.654675,1711339.746,571.0834018
764,01/09/2016,570.75,572.86,566.86,571.05,2833.21049,1614962.023,570.0113101
765,31/08/2016,575.88,576.49,568.4,570.75,3917.825207,2238453.983,571.3511617
766,30/08/2016,570.74,576.5,568.55,575.91,4439.354205,2549324.677,574.2557496
767,29/08/2016,573.2,575,568.6,571.5,2333.008917,1337424.145,573.26148
768,28/08/2016,567.51,573.34,566.8,573.2,1034.0767,589949.3149,570.5082758
769,27/08/2016,577.92,579.09,564.81,568.31,2702.580362,1540115.458,569.8685151
770,26/08/2016,575.75,582.46,574.1,578.78,3300.297743,1906954.635,577.8129076
771,25/08/2016,577.65,578.75,571.16,575.71,4231.40701,2432466.899,574.8600626
772,24/08/2016,580.27,582.1,575.4,577.58,2991.014608,1731521.177,578.9076298
773,23/08/2016,582.78,584.99,576,580.23,4182.045899,2429199.908,580.8639997
774,22/08/2016,577.55,585.95,572.5,582.78,5086.062566,2950211.774,580.0580971
775,21/08/2016,577.7,583.99,576.01,577.55,1139.762243,659564.9555,578.6864407
776,20/08/2016,572.98,581.02,568.52,577.88,2431.786844,1399905.469,575.6694803
777,19/08/2016,571.51,574.86,552.3,572.91,4652.005215,2653115.881,570.3166181
778,18/08/2016,570.91,575.87,568.79,571.49,3967.284125,2271526.865,572.564705
779,17/08/2016,574.95,577.86,566.02,570.91,4108.597651,2348397.528,571.5812858
780,16/08/2016,564.2,579.8,563,574.99,4837.188719,2766616.06,571.9470999
781,15/08/2016,568.76,573.69,554.9,565.55,4633.745585,2618493.486,565.0921999
782,14/08/2016,583.54,583.92,556.24,568.76,4812.888627,2748170.074,571.0022166
783,13/08/2016,585.34,589.98,581.71,583.52,962.3022989,563625.0803,585.704805
784,12/08/2016,585.25,591.19,580.47,585.91,2177.378644,1276363.863,586.1928821
785,11/08/2016,590.46,597.78,585.22,585.22,2543.684011,1504308.956,591.3898698
786,10/08/2016,582.71,603,580.01,590.27,5217.759056,3093831.604,592.9425968
787,09/08/2016,591.85,591.85,579.43,582.75,3174.705988,1856560.616,584.7976546
788,08/08/2016,592.47,594,583.58,591.88,3181.852509,1876919.922,589.8827546
789,07/08/2016,589.47,598.82,582.12,592.47,2910.309906,1720291.73,591.1025923
790,06/08/2016,572.98,592,562.56,589.48,6021.308789,3470953.449,576.4450174
791,05/08/2016,578.14,578.2,562,572.5,4811.235839,2744096.468,570.351685
792,04/08/2016,563.99,583.97,552,576.13,8499.836928,4849529.138,570.5437856
793,03/08/2016,540,572.34,521,563.42,15453.58616,8476073.711,548.485874
794,02/08/2016,606.84,613.03,465.28,540,22142.66734,12122476.93,547.4713928
795,01/08/2016,622.5,630,603.63,606.35,5512.821374,3399251.951,616.6083972
796,31/07/2016,654.02,654.71,614.97,623.83,4933.61939,3125805.151,633.5724149
797,30/07/2016,654.88,657.5,652.19,654.67,719.1598255,470912.1444,654.8087472
798,29/07/2016,654.84,657.48,653,654.61,1297.148166,848986.1619,654.5020715
799,28/07/2016,655.13,657.89,652.41,653.07,1909.236542,1249934.302,654.6775501
800,27/07/2016,651.22,659.98,646.31,653.48,2664.943111,1742046.057,653.689773
801,26/07/2016,655,656.94,645.01,651.24,3552.829074,2311378.906,650.5741925
802,25/07/2016,659.64,661.99,652.28,654.96,2441.94401,1600627.625,655.4726965
803,24/07/2016,655.52,665,651.99,661.47,1427.979903,939586.0142,657.9826594
804,23/07/2016,647.88,656.77,646,655.52,1284.522239,838038.5974,652.4126806
805,22/07/2016,663.25,666.3,645,649.95,5191.555066,3407485.36,656.351578
806,21/07/2016,667.01,667.1,660.1,663.99,2503.042708,1661238.412,663.6876018
807,20/07/2016,674.8,675,660,667.03,3418.625094,2282261.375,667.5962741
808,19/07/2016,673.45,675.81,666,673.48,1904.434461,1278189.69,671.1649659
809,18/07/2016,679.54,682.21,666.12,672.1,3012.206235,2037381.507,676.3751709
810,17/07/2016,662.45,684.19,661.35,679.54,3437.770125,2320473.322,674.9937425
811,16/07/2016,664.6,666.67,655,662.45,1682.676471,1111201.659,660.3774869
812,15/07/2016,660.3,670.01,658.41,664.6,3228.342643,2143543.854,663.9765635
813,14/07/2016,652.24,664.93,650.01,659.1,2392.434677,1576629.171,659.0061525
814,13/07/2016,663.52,669.97,651.03,655.06,6573.202031,4342194.792,660.5904963
815,12/07/2016,649.32,678,646.05,663.52,4288.076275,2839548.152,662.1962786
816,11/07/2016,648.77,659.6,639.31,649.32,2978.136855,1932846.2,649.0118802
817,10/07/2016,647.78,650.88,636.8,648.76,2313.349391,1490267.218,644.2032594
818,09/07/2016,663,663.99,626,647.78,6180.150425,3994710.131,646.3774918
819,08/07/2016,638.89,665.99,635,663,6579.385212,4252992.554,646.411848
820,07/07/2016,674.7,678.43,605.5,638.19,12686.97748,8058820.662,635.2041433
821,06/07/2016,669.09,679,662.13,674.7,3590.611128,2412784.302,671.9703738
822,05/07/2016,678.74,682.36,661.57,668.94,3112.727122,2092573.278,672.263644
823,04/07/2016,659.77,682.35,640.1,680.35,4290.132253,2870919.402,669.1913518
824,03/07/2016,702.48,704.99,646.29,658.27,7320.31995,4906039.383,670.1946659
825,02/07/2016,674.55,704.93,672.74,702.48,5506.043136,3811458.841,692.2319252
826,01/07/2016,666.33,684.1,659.71,674.86,6432.919621,4339245.157,674.5374437
827,30/06/2016,635.91,671.22,628.06,667.95,7479.789915,4895853.65,654.5442728
828,29/06/2016,644.33,645,621.09,634.11,9132.478186,5770127.804,631.8249752
829,28/06/2016,657.49,665.51,635.5,646.08,5478.35678,3544743.276,647.0449842
830,27/06/2016,630.16,658,618.03,657.5,8668.593114,5537101.673,638.754363
831,26/06/2016,658.8,662.9,608.64,630.16,5838.148975,3672917.739,629.1236751
832,25/06/2016,660.76,684.45,639.4,659.86,6576.671654,4375554.654,665.3144453
833,24/06/2016,622.59,683.88,620.82,661.71,16163.8016,10563018.79,653.4984188
834,23/06/2016,600.51,632.67,1.5,624.91,24334.07932,14297065.04,587.5326062
835,22/06/2016,665.36,677.63,588.03,601.3,16456.40878,10462967.07,635.7989285
836,21/06/2016,725,728.18,625,667.54,33056.28964,22257644.3,673.3255469
837,20/06/2016,759.12,763.99,723.4,730.85,7975.971078,5917339.462,741.8958022
838,19/06/2016,753.47,764.93,740.11,761.44,2617.279209,1975322.228,754.7235394
839,18/06/2016,745,778.85,723.02,754.83,5903.471806,4450980.856,753.9598736
840,17/06/2016,767.37,778.7,706.37,745.22,14687.27084,10852879.64,738.9309943
841,16/06/2016,695,773.07,689.8,766.62,17946.82685,13252865.15,738.4517199
842,15/06/2016,685.25,695.77,672.12,695,5783.923828,3958020.17,684.3140208
843,14/06/2016,703.81,704.5,655,685.25,10633.4405,7245670.996,681.4041979
844,13/06/2016,668.73,725,655.02,704.49,17280.60397,11948752.18,691.4545463
845,12/06/2016,610,683.02,603.21,672.13,14138.3068,9092256.255,643.0937157
846,11/06/2016,576.53,611,575.93,610,4000.071254,2358616.307,589.6435731
847,10/06/2016,576.06,580,572,578.01,3458.564923,1992463.062,576.0953189
848,09/06/2016,583.01,583.1,572.97,575.01,3770.718262,2173852.248,576.5087969
849,08/06/2016,577.48,584.25,571.86,583.03,3259.151105,1885760.652,578.6048548
850,07/06/2016,584.12,594.44,563,577.54,6705.918304,3889183.614,579.9628684
851,06/06/2016,573.8,586.02,573.8,584.5,4465.516121,2599632.512,582.1572338
852,05/06/2016,573.5,582,566,573.91,5415.934694,3104174.121,573.1557516
853,04/06/2016,569.93,588.71,558.54,573.8,6216.627193,3569801.443,574.2344413
854,03/06/2016,538,578.37,535.74,569.94,8801.774635,4918798.572,558.8416855
855,02/06/2016,536.95,540,529.13,538,3939.351328,2110034.267,535.629877
856,01/06/2016,532.37,542.87,525.49,536.95,5456.942657,2918877.943,534.8925445
857,31/05/2016,527.64,548.5,515,531.84,12071.18196,6465589.816,535.6219332
858,30/05/2016,517.6,535,510.01,527.64,6074.774706,3195665.507,526.0549834
859,29/05/2016,522.13,540,485,517.84,8215.674779,4268564.36,519.5634533
860,28/05/2016,470.58,529.08,468,519.41,12568.03112,6208198.252,493.9674474
861,27/05/2016,452.07,478.16,452.07,472.05,12234.20332,5759605.503,470.778959
862,26/05/2016,448.27,452.98,446.8,452.07,3768.498372,1695944.871,450.032003
863,25/05/2016,445.31,449.6,444.26,448.7,3663.315911,1639628.084,447.5803135
864,24/05/2016,442.63,446.37,441,443.97,3072.7786,1366675.343,444.7685699
865,23/05/2016,438.72,442.99,436.4,442.99,2625.600632,1157133.449,440.7119023
866,22/05/2016,442.72,443.47,435,438.8,2350.682063,1032621.869,439.2860629
867,21/05/2016,442.84,443.98,435.28,443.31,1916.434832,844578.2129,440.7028085
868,20/05/2016,436.3,444.41,435.06,442.72,3448.22731,1520946.416,441.0806712
869,19/05/2016,452.47,453.85,435.03,436.3,5961.115086,2667369.272,447.461462
870,18/05/2016,452.96,455.68,452,452.92,2608.231754,1184326.532,454.0725839
871,17/05/2016,454,456.09,452,453.08,3430.479466,1555633.961,453.4742085
872,16/05/2016,457.56,458,451.11,454,3248.192018,1479592.228,455.5125496
873,15/05/2016,456.3,458.08,454.72,457.56,1612.710567,736345.0146,456.588448
874,14/05/2016,456.42,457.25,453.51,455.57,1377.718323,628027.393,455.8460047
875,13/05/2016,455.2,456.82,452.04,455.91,2822.650519,1283980.607,454.8847258
876,12/05/2016,452.95,455.25,448.88,455.2,3453.492398,1560850.715,451.9629799
877,11/05/2016,450.88,457.99,450.32,452.91,3352.580504,1520976.994,453.6735188
878,10/05/2016,461.49,463,447.38,451.62,5746.157943,2608139.073,453.8926877
879,09/05/2016,457.75,464.79,455.62,460.82,3536.503889,1625816.358,459.724182
880,08/05/2016,458.97,459.69,455.95,458.21,1353.23222,619028.389,457.4443174
881,07/05/2016,458.98,461,455.95,458.07,2004.636856,918778.353,458.3265794
882,06/05/2016,448.5,463.97,447.03,458.48,5540.138894,2518562.048,454.6026907
883,05/05/2016,447.36,450,445.11,448.5,2569.593201,1150544.093,447.7534002
884,04/05/2016,451.18,451.68,444.15,446.63,3327.607274,1488189.72,447.2251673
885,03/05/2016,444.06,452,440.78,450.61,5576.9146,2496652.811,447.6763569
886,02/05/2016,452.99,453.8,438.59,444.06,6362.93159,2824163.351,443.846254
887,01/05/2016,448.43,453.78,446.84,453,1190.698151,537276.0567,451.2277576
888,30/04/2016,456.53,456.9,446.5,448.37,2419.582499,1091522.436,451.1201565
889,29/04/2016,449.94,456.53,445.62,456.53,2982.540779,1347430.827,451.7728095
890,28/04/2016,445.39,451,435,449.14,8736.25774,3884773.455,444.6724868
891,27/04/2016,467.39,469.03,443.2,445.38,7084.239871,3233410.836,456.423116
892,26/04/2016,462.29,469.87,462.13,467.42,4629.185487,2154820.588,465.4859034
893,25/04/2016,460.03,469.47,455.13,462.33,5607.188644,2589826.883,461.8761821
894,24/04/2016,451.92,470.02,447.06,460.02,7103.312549,3252973.561,457.9516301
895,23/04/2016,447.16,452.19,444.46,451.92,2250.035211,1008095.216,448.0353068
896,22/04/2016,451,451.36,442.96,447.7,5494.441157,2458441.083,447.4415164
897,21/04/2016,441.99,452.11,440,451,5421.156325,2417983.802,446.0273153
898,20/04/2016,435.7,444,433.11,442.13,7602.64665,3334632.035,438.6146283
899,19/04/2016,428.14,436.82,426.24,435.63,3798.237466,1634274.115,430.2717062
900,18/04/2016,427.15,430.01,425.8,428.14,3180.430772,1359481.312,427.4519426
901,17/04/2016,430.18,430.91,377.87,427.42,1502.86306,642520.6544,427.5310716
902,16/04/2016,429.29,432.87,381.47,430.69,1848.392762,794725.23,429.9547403
903,15/04/2016,424.4,430,423.07,429.45,4406.240862,1883221.873,427.3987581
904,14/04/2016,423.6,425.35,420.57,424.86,3863.799522,1637346.082,423.7657965
905,13/04/2016,425.32,426,422.27,423.93,3917.083834,1661013.31,424.0433394
906,12/04/2016,422.79,426.67,421,425.54,6082.734023,2581942.431,424.4707103
907,11/04/2016,420.4,422.8,418,422.69,3487.83251,1467164.563,420.6522415
908,10/04/2016,418.59,421.79,417.2,420.04,1779.828608,746886.3294,419.6394676
909,09/04/2016,417.75,418.71,412,418.24,3599.396693,1497170.372,415.950366
910,08/04/2016,419.99,423.99,416.26,417.75,4584.130993,1928359.909,420.6598615
